STATE,STATE CODE,MAKE,MODEL,EV_VEHICLES,MILES/kWh,latitude,longitude
CALIFORNIA,CA,CHRYSLER,PACIFICA,16123,3,36.778261,-119.417932
CALIFORNIA,CA,HYUNDAI,IONIQ,15898,4,36.778261,-119.417932
CALIFORNIA,CA,FORD,MUSTANG MACH-E,15515,3,36.778261,-119.417932
CALIFORNIA,CA,BMW,330,14863,2,36.778261,-119.417932
CALIFORNIA,CA,BMW,X5,14739,2,36.778261,-119.417932
CALIFORNIA,CA,VOLVO,XC90,13990,2,36.778261,-119.417932
CALIFORNIA,CA,TOYOTA,RAV4,13914,2,36.778261,-119.417932
CALIFORNIA,CA,AUDI,E-TRON,13306,2,36.778261,-119.417932
CALIFORNIA,CA,HYUNDAI,KONA,11775,3.5,36.778261,-119.417932
CALIFORNIA,CA,VOLKSWAGEN,ID4,9609,3,36.778261,-119.417932
CALIFORNIA,CA,AUDI,Q5 E,9547,2.5,36.778261,-119.417932
CALIFORNIA,CA,JEEP,WRANGLER,9053,2,36.778261,-119.417932
CALIFORNIA,CA,MERCEDES-BENZ,GLC,8659,2.5,36.778261,-119.417932
CALIFORNIA,CA,AUDI,A3,8420,2.5,36.778261,-119.417932
CALIFORNIA,CA,VOLVO,XC60,8238,2,36.778261,-119.417932
CALIFORNIA,CA,PORSCHE,TAYCAN,8150,2,36.778261,-119.417932
CALIFORNIA,CA,CHEVROLET,SPARK,7461,3.5,36.778261,-119.417932
CALIFORNIA,CA,SUBARU,CROSSTREK,7367,3,36.778261,-119.417932
CALIFORNIA,CA,FORD,FOCUS,6167,3,36.778261,-119.417932
CALIFORNIA,CA,PORSCHE,CAYENNE,6161,2,36.778261,-119.417932
CALIFORNIA,CA,SMARTCAR,FORTWO,6139,2.5,36.778261,-119.417932
CALIFORNIA,CA,MITSUBISHI,OUTLANDER,5657,3.5,36.778261,-119.417932
CALIFORNIA,CA,KIA,SOUL EV,5497,3.5,36.778261,-119.417932
CALIFORNIA,CA,GEM,E825,5186,3,36.778261,-119.417932
CALIFORNIA,CA,HYUNDAI,SONATA,5051,3.5,36.778261,-119.417932
CALIFORNIA,CA,BMW,X3,4890,2,36.778261,-119.417932
CALIFORNIA,CA,MERCEDES-BENZ,B-CLASS,4356,2.5,36.778261,-119.417932
CALIFORNIA,CA,BMW,I8,3974,2,36.778261,-119.417932
CALIFORNIA,CA,TOYOTA,RAV4 EV,3904,2,36.778261,-119.417932
CALIFORNIA,CA,KIA,OPTIMA,3809,3.5,36.778261,-119.417932
CALIFORNIA,CA,VOLVO,XC40,3642,2,36.778261,-119.417932
CALIFORNIA,CA,MERCEDES-BENZ,C-CLASS,3602,2.5,36.778261,-119.417932
CALIFORNIA,CA,JAGUAR,I-PACE,3596,2,36.778261,-119.417932
CALIFORNIA,CA,PORSCHE,PANAMERA,3519,2,36.778261,-119.417932
CALIFORNIA,CA,MINI,MINI COOPER,2817,3,36.778261,-119.417932
CALIFORNIA,CA,POLESTAR,2,2449,2.5,36.778261,-119.417932
CALIFORNIA,CA,MERCEDES-BENZ,S-CLASS,2235,2.5,36.778261,-119.417932
CALIFORNIA,CA,TH!NK,NEIGHBOR,2108,2,36.778261,-119.417932
CALIFORNIA,CA,GEM,E4 4-PASSENGER LOW SPEED VEHICLE,2024,3,36.778261,-119.417932
CALIFORNIA,CA,MINI,COUNTRYMAN,1981,3,36.778261,-119.417932
CALIFORNIA,CA,LINCOLN,AVIATOR,1773,3,36.778261,-119.417932
CALIFORNIA,CA,CADILLAC,ELR,1704,3,36.778261,-119.417932
CALIFORNIA,CA,HONDA,ACCORD,1665,3.5,36.778261,-119.417932
CALIFORNIA,CA,MERCEDES-BENZ,GLE,1653,2.5,36.778261,-119.417932
CALIFORNIA,CA,HYUNDAI,SANTA FE,1600,3.5,36.778261,-119.417932
CALIFORNIA,CA,VOLVO,S60,1511,2,36.778261,-119.417932
CALIFORNIA,CA,LAND ROVER,RANGE ROVER SPORT,1218,2,36.778261,-119.417932
CALIFORNIA,CA,LAND ROVER,RANGE ROVER,1149,2,36.778261,-119.417932
CALIFORNIA,CA,HYUNDAI,TUCSON,1092,3.5,36.778261,-119.417932
CALIFORNIA,CA,HONDA,FIT,1071,3.5,36.778261,-119.417932
CALIFORNIA,CA,FORD,ESCAPE,1056,3,36.778261,-119.417932
CALIFORNIA,CA,KIA,SORENTO,1042,3.5,36.778261,-119.417932
CALIFORNIA,CA,TESLA,ROADSTER,1036,4,36.778261,-119.417932
CALIFORNIA,CA,GEM,EL XD 2-PASSENGER LOW SPEED VEHICLE,929,3,36.778261,-119.417932
CALIFORNIA,CA,MITSUBISHI,I-MIEV,873,3.5,36.778261,-119.417932
CALIFORNIA,CA,FISKER,KARMA,765,3,36.778261,-119.417932
CALIFORNIA,CA,GEM,E2 2-PASSENGER LOW SPEED VEHICLE,765,3,36.778261,-119.417932
CALIFORNIA,CA,GEM,E6 6-PASSENGER LOW SPEED VEHICLE,668,3,36.778261,-119.417932
CALIFORNIA,CA,RIVIAN,R1T,662,2.5,36.778261,-119.417932
CALIFORNIA,CA,BMW,740,638,2,36.778261,-119.417932
CALIFORNIA,CA,VOLVO,S90,610,2,36.778261,-119.417932
CALIFORNIA,CA,BMW,ACTIVE E,575,3,36.778261,-119.417932
CALIFORNIA,CA,BMW,745,484,2,36.778261,-119.417932
CALIFORNIA,CA,GEM,ES 2-PASSENGER LOW SPEED VEHICLE,453,3,36.778261,-119.417932
CALIFORNIA,CA,AUDI,E-TRON GT,413,2,36.778261,-119.417932
CALIFORNIA,CA,AUDI,A7,382,2.5,36.778261,-119.417932
CALIFORNIA,CA,KARMA,REVERO,374,2.5,36.778261,-119.417932
CALIFORNIA,CA,VOLVO,V60,334,2,36.778261,-119.417932
CALIFORNIA,CA,GEM,EL 2-PASSENGER LOW SPEED VEHICLE,320,3,36.778261,-119.417932
CALIFORNIA,CA,MAZDA,MX-30,302,3,36.778261,-119.417932
CALIFORNIA,CA,CADILLAC,CT6,298,3,36.778261,-119.417932
CALIFORNIA,CA,BLUEBIRD,BUS,279,3.5,36.778261,-119.417932
CALIFORNIA,CA,GEM,E4S 4-PASSENGER LOW SPEED VEHICLE,273,3,36.778261,-119.417932
CALIFORNIA,CA,AUDI,RS E-TRON GT,181,2,36.778261,-119.417932
CALIFORNIA,CA,FERRARI,SF90 STRADALE,172,2,36.778261,-119.417932
CALIFORNIA,CA,LINCOLN,CORSAIR,152,3,36.778261,-119.417932
CALIFORNIA,CA,PORSCHE,918,147,2,36.778261,-119.417932
CALIFORNIA,CA,BENTLEY,BENTAYGA,133,3,36.778261,-119.417932
CALIFORNIA,CA,GEM,E6S 6-PASSENGER LOW SPEED VEHICLE,129,3,36.778261,-119.417932
CALIFORNIA,CA,LION BUS,CV2,114,2.5,36.778261,-119.417932
CALIFORNIA,CA,AUDI,A8,109,2.5,36.778261,-119.417932
CALIFORNIA,CA,AZURE,TRANSIT CONNECT,107,2,36.778261,-119.417932
CALIFORNIA,CA,FORD,RANGER,98,3,36.778261,-119.417932
CALIFORNIA,CA,BYD TRANSIT,BUS,79,3.5,36.778261,-119.417932
CALIFORNIA,CA,LUCID,AIR,68,3,36.778261,-119.417932
CALIFORNIA,CA,MCLAREN,P1,67,2.5,36.778261,-119.417932
CALIFORNIA,CA,PROTERRA,BUS,59,3.5,36.778261,-119.417932
CALIFORNIA,CA,LION BUS,C V1,58,2.5,36.778261,-119.417932
CALIFORNIA,CA,SMITH ELECTRIC,D120,51,2,36.778261,-119.417932
CALIFORNIA,CA,MERCEDES-BENZ,EQS,48,2.5,36.778261,-119.417932
CALIFORNIA,CA,BYD TRANSIT,TRACTOR TRUCK,37,2,36.778261,-119.417932
CALIFORNIA,CA,INTERNATIONAL,ESTAR,35,3,36.778261,-119.417932
CALIFORNIA,CA,CHEVROLET,S10,23,3.5,36.778261,-119.417932
CALIFORNIA,CA,SMITH ELECTRIC,D100,22,2,36.778261,-119.417932
CALIFORNIA,CA,NEW FLYER,BUS,27,3.5,36.778261,-119.417932
CALIFORNIA,CA,BMW,ACTIVEHYBRID 5,20,2,36.778261,-119.417932
CALIFORNIA,CA,TOYOTA,SCION,20,2,36.778261,-119.417932
CALIFORNIA,CA,VOLVO,VNR,18,2,36.778261,-119.417932
CALIFORNIA,CA,POLESTAR,1,14,2.5,36.778261,-119.417932
CALIFORNIA,CA,BYD TRANSIT,STRAIGHT TRUCK,14,2,36.778261,-119.417932
CALIFORNIA,CA,MITSUBISHI FUSO,ECANTER,12,3.5,36.778261,-119.417932
CALIFORNIA,CA,SMITH ELECTRIC,D75,10,2,36.778261,-119.417932
CALIFORNIA,CA,KARMA,GS-6,10,2.5,36.778261,-119.417932
CALIFORNIA,CA,FREIGHTLINER,EB2,9,3,36.778261,-119.417932
CALIFORNIA,CA,CHANJE ENERGY,V8100,8,3.5,36.778261,-119.417932
CALIFORNIA,CA,KALMAR,OTT,5,2.5,36.778261,-119.417932
CALIFORNIA,CA,ALEXANDER DENNIS,ENVIRO,4,3,36.778261,-119.417932
CALIFORNIA,CA,XOS,SV1,4,2.5,36.778261,-119.417932
CALIFORNIA,CA,BYD ,TRANSIT,3,2,36.778261,-119.417932
CALIFORNIA,CA,NISSAN,ALTRA,3,2.5,36.778261,-119.417932
CALIFORNIA,CA,PETERBILT,579,1,2.5,36.778261,-119.417932
CALIFORNIA,CA,VAN HOOL,BUS,2,3.5,36.778261,-119.417932
COLORADO,CO,NISSAN,LEAF,13207,3,39.550051,-105.782067
COLORADO,CO,TESLA,MODEL 3,12602,4,39.550051,-105.782067
COLORADO,CO,TESLA,MODEL S,6332,4,39.550051,-105.782067
COLORADO,CO,CHEVROLET,VOLT,6330,3.5,39.550051,-105.782067
COLORADO,CO,TESLA,MODEL Y,5078,4,39.550051,-105.782067
COLORADO,CO,CHEVROLET,BOLT,3834,3.5,39.550051,-105.782067
COLORADO,CO,TESLA,MODEL X,3431,4,39.550051,-105.782067
COLORADO,CO,TOYOTA,PRIUS PRIME,2428,2,39.550051,-105.782067
COLORADO,CO,BMW,X5,2366,2,39.550051,-105.782067
COLORADO,CO,FORD,FUSION,2172,3,39.550051,-105.782067
COLORADO,CO,KIA,NIRO,1883,3.5,39.550051,-105.782067
COLORADO,CO,BMW,I3,1881,3.5,39.550051,-105.782067
COLORADO,CO,VOLVO,XC90,1623,2,39.550051,-105.782067
COLORADO,CO,AUDI,E-TRON,1553,2,39.550051,-105.782067
COLORADO,CO,CHRYSLER,PACIFICA,1476,3,39.550051,-105.782067
COLORADO,CO,FORD,C-MAX,1455,3,39.550051,-105.782067
COLORADO,CO,JEEP,WRANGLER,1366,2,39.550051,-105.782067
COLORADO,CO,VOLVO,XC60,1286,2,39.550051,-105.782067
COLORADO,CO,AUDI,Q5 E,1272,2.5,39.550051,-105.782067
COLORADO,CO,FORD,MUSTANG MACH-E,1222,3,39.550051,-105.782067
COLORADO,CO,MITSUBISHI,OUTLANDER,1156,3.5,39.550051,-105.782067
COLORADO,CO,TOYOTA,RAV4,1134,2,39.550051,-105.782067
COLORADO,CO,HYUNDAI,KONA,946,3.5,39.550051,-105.782067
COLORADO,CO,HONDA,CLARITY,886,3.5,39.550051,-105.782067
COLORADO,CO,MINI,COUNTRYMAN,861,3,39.550051,-105.782067
COLORADO,CO,FIAT,500,799,3.5,39.550051,-105.782067
COLORADO,CO,PORSCHE,CAYENNE,797,2,39.550051,-105.782067
COLORADO,CO,TOYOTA,PRIUS PLUG-IN,746,2,39.550051,-105.782067
COLORADO,CO,BMW,X3,741,2,39.550051,-105.782067
COLORADO,CO,BMW,530,722,2,39.550051,-105.782067
COLORADO,CO,VOLVO,XC40,699,2,39.550051,-105.782067
COLORADO,CO,VOLKSWAGEN,ID4,644,3,39.550051,-105.782067
COLORADO,CO,HYUNDAI,IONIQ,601,4,39.550051,-105.782067
COLORADO,CO,VOLKSWAGEN,GOLF,563,3,39.550051,-105.782067
COLORADO,CO,PORSCHE,TAYCAN,529,2,39.550051,-105.782067
COLORADO,CO,AUDI,A3,448,2.5,39.550051,-105.782067
COLORADO,CO,JAGUAR,I-PACE,384,2,39.550051,-105.782067
COLORADO,CO,LINCOLN,AVIATOR,345,3,39.550051,-105.782067
COLORADO,CO,MINI,MINI COOPER,341,3,39.550051,-105.782067
COLORADO,CO,CHEVROLET,SPARK,339,3.5,39.550051,-105.782067
COLORADO,CO,POLESTAR,2,335,2.5,39.550051,-105.782067
COLORADO,CO,SMARTCAR,FORTWO,300,2.5,39.550051,-105.782067
COLORADO,CO,FORD,FOCUS,270,3,39.550051,-105.782067
COLORADO,CO,KIA,SOUL EV,265,3.5,39.550051,-105.782067
COLORADO,CO,MERCEDES-BENZ,GLC,249,2.5,39.550051,-105.782067
COLORADO,CO,SUBARU,CROSSTREK,244,3,39.550051,-105.782067
COLORADO,CO,BMW,330,239,2,39.550051,-105.782067
COLORADO,CO,PORSCHE,PANAMERA,234,2,39.550051,-105.782067
COLORADO,CO,BMW,I8,229,2,39.550051,-105.782067
COLORADO,CO,VOLVO,S60,190,2,39.550051,-105.782067
COLORADO,CO,KIA,OPTIMA,155,3.5,39.550051,-105.782067
COLORADO,CO,GEM,E825,128,3,39.550051,-105.782067
COLORADO,CO,HYUNDAI,TUCSON,126,3.5,39.550051,-105.782067
COLORADO,CO,GEM,E4 4-PASSENGER LOW SPEED VEHICLE,124,3,39.550051,-105.782067
COLORADO,CO,KIA,SORENTO,119,3.5,39.550051,-105.782067
COLORADO,CO,CADILLAC,ELR,118,3,39.550051,-105.782067
COLORADO,CO,HYUNDAI,SANTA FE,105,3.5,39.550051,-105.782067
COLORADO,CO,TESLA,ROADSTER,100,4,39.550051,-105.782067
COLORADO,CO,TOYOTA,RAV4 EV,97,2,39.550051,-105.782067
COLORADO,CO,MERCEDES-BENZ,GLE,97,2.5,39.550051,-105.782067
COLORADO,CO,MITSUBISHI,I-MIEV,92,3.5,39.550051,-105.782067
COLORADO,CO,HYUNDAI,SONATA,91,3.5,39.550051,-105.782067
COLORADO,CO,FORD,ESCAPE,82,3,39.550051,-105.782067
COLORADO,CO,VOLVO,S90,81,2,39.550051,-105.782067
COLORADO,CO,LAND ROVER,RANGE ROVER SPORT,81,2,39.550051,-105.782067
COLORADO,CO,MERCEDES-BENZ,B-CLASS,78,2.5,39.550051,-105.782067
COLORADO,CO,AUDI,A7,62,2.5,39.550051,-105.782067
COLORADO,CO,VOLVO,V60,59,2,39.550051,-105.782067
COLORADO,CO,AUDI,E-TRON GT,50,2,39.550051,-105.782067
COLORADO,CO,GEM,EL XD 2-PASSENGER LOW SPEED VEHICLE,49,3,39.550051,-105.782067
COLORADO,CO,BMW,740,42,2,39.550051,-105.782067
COLORADO,CO,LAND ROVER,RANGE ROVER,42,2,39.550051,-105.782067
COLORADO,CO,BMW,745,35,2,39.550051,-105.782067
COLORADO,CO,GEM,E2 2-PASSENGER LOW SPEED VEHICLE,32,3,39.550051,-105.782067
COLORADO,CO,FISKER,KARMA,29,3,39.550051,-105.782067
COLORADO,CO,GEM,E6 6-PASSENGER LOW SPEED VEHICLE,25,3,39.550051,-105.782067
COLORADO,CO,PORSCHE,918,22,2,39.550051,-105.782067
COLORADO,CO,PROTERRA,BUS,21,3.5,39.550051,-105.782067
COLORADO,CO,AUDI,RS E-TRON GT,19,2,39.550051,-105.782067
COLORADO,CO,HONDA,ACCORD,18,3.5,39.550051,-105.782067
COLORADO,CO,GEM,EL 2-PASSENGER LOW SPEED VEHICLE,16,3,39.550051,-105.782067
COLORADO,CO,GEM,ES 2-PASSENGER LOW SPEED VEHICLE,15,3,39.550051,-105.782067
COLORADO,CO,FERRARI,SF90 STRADALE,14,2,39.550051,-105.782067
COLORADO,CO,LINCOLN,CORSAIR,12,3,39.550051,-105.782067
COLORADO,CO,AZURE,TRANSIT CONNECT,11,2,39.550051,-105.782067
COLORADO,CO,TH!NK,NEIGHBOR,9,2,39.550051,-105.782067
COLORADO,CO,FORD,RANGER,8,3,39.550051,-105.782067
COLORADO,CO,CADILLAC,CT6,6,3,39.550051,-105.782067
COLORADO,CO,MERCEDES-BENZ,C-CLASS,6,2.5,39.550051,-105.782067
COLORADO,CO,BENTLEY,BENTAYGA,6,3,39.550051,-105.782067
COLORADO,CO,KARMA,REVERO,6,2.5,39.550051,-105.782067
COLORADO,CO,BYD TRANSIT,BUS,5,3.5,39.550051,-105.782067
COLORADO,CO,BLUEBIRD,BUS,5,3.5,39.550051,-105.782067
COLORADO,CO,POLESTAR,1,4,2.5,39.550051,-105.782067
COLORADO,CO,VOLVO,C40,4,2,39.550051,-105.782067
COLORADO,CO,GEM,E6S 6-PASSENGER LOW SPEED VEHICLE,3,3,39.550051,-105.782067
COLORADO,CO,NISSAN,ALTRA,2,2.5,39.550051,-105.782067
COLORADO,CO,NEW FLYER,BUS,2,3.5,39.550051,-105.782067
COLORADO,CO,AUDI,A8,1,2.5,39.550051,-105.782067
CONNECTICUT,CT,TESLA,MODEL 3,8203,4,41.603221,-73.087749
CONNECTICUT,CT,TOYOTA,PRIUS PRIME,3973,2,41.603221,-73.087749
CONNECTICUT,CT,TESLA,MODEL S,3705,4,41.603221,-73.087749
CONNECTICUT,CT,TESLA,MODEL Y,2983,4,41.603221,-73.087749
CONNECTICUT,CT,CHEVROLET,VOLT,2789,3.5,41.603221,-73.087749
CONNECTICUT,CT,NISSAN,LEAF,2293,3,41.603221,-73.087749
CONNECTICUT,CT,CHEVROLET,BOLT,2267,3.5,41.603221,-73.087749
CONNECTICUT,CT,TOYOTA,RAV4,1656,2,41.603221,-73.087749
CONNECTICUT,CT,TESLA,MODEL X,1486,4,41.603221,-73.087749
CONNECTICUT,CT,TOYOTA,PRIUS PLUG-IN,1311,2,41.603221,-73.087749
CONNECTICUT,CT,FORD,FUSION,1301,3,41.603221,-73.087749
CONNECTICUT,CT,HYUNDAI,IONIQ,1136,4,41.603221,-73.087749
CONNECTICUT,CT,HONDA,CLARITY,1098,3.5,41.603221,-73.087749
CONNECTICUT,CT,FORD,MUSTANG MACH-E,1023,3,41.603221,-73.087749
CONNECTICUT,CT,HYUNDAI,KONA,950,3.5,41.603221,-73.087749
CONNECTICUT,CT,JEEP,WRANGLER,950,2,41.603221,-73.087749
CONNECTICUT,CT,BMW,X5,915,2,41.603221,-73.087749
CONNECTICUT,CT,FORD,C-MAX,829,3,41.603221,-73.087749
CONNECTICUT,CT,BMW,I3,715,3.5,41.603221,-73.087749
CONNECTICUT,CT,CHRYSLER,PACIFICA,704,3,41.603221,-73.087749
CONNECTICUT,CT,VOLVO,XC90,683,2,41.603221,-73.087749
CONNECTICUT,CT,BMW,530,614,2,41.603221,-73.087749
CONNECTICUT,CT,KIA,NIRO,572,3.5,41.603221,-73.087749
CONNECTICUT,CT,SUBARU,CROSSTREK,555,3,41.603221,-73.087749
CONNECTICUT,CT,AUDI,E-TRON,548,2,41.603221,-73.087749
CONNECTICUT,CT,PORSCHE,CAYENNE,523,2,41.603221,-73.087749
CONNECTICUT,CT,PORSCHE,TAYCAN,447,2,41.603221,-73.087749
CONNECTICUT,CT,VOLKSWAGEN,ID4,412,3,41.603221,-73.087749
CONNECTICUT,CT,VOLKSWAGEN,GOLF,369,3,41.603221,-73.087749
CONNECTICUT,CT,VOLVO,XC60,359,2,41.603221,-73.087749
CONNECTICUT,CT,AUDI,Q5 E,239,2.5,41.603221,-73.087749
CONNECTICUT,CT,BMW,X3,238,2,41.603221,-73.087749
CONNECTICUT,CT,MITSUBISHI,OUTLANDER,216,3.5,41.603221,-73.087749
CONNECTICUT,CT,MERCEDES-BENZ,GLC,213,2.5,41.603221,-73.087749
CONNECTICUT,CT,JAGUAR,I-PACE,210,2,41.603221,-73.087749
CONNECTICUT,CT,VOLVO,XC40,207,2,41.603221,-73.087749
CONNECTICUT,CT,PORSCHE,PANAMERA,202,2,41.603221,-73.087749
CONNECTICUT,CT,BMW,330,200,2,41.603221,-73.087749
CONNECTICUT,CT,MINI,COUNTRYMAN,186,3,41.603221,-73.087749
CONNECTICUT,CT,BMW,I8,185,2,41.603221,-73.087749
CONNECTICUT,CT,KIA,SOUL EV,180,3.5,41.603221,-73.087749
CONNECTICUT,CT,HYUNDAI,SANTA FE,177,3.5,41.603221,-73.087749
CONNECTICUT,CT,HYUNDAI,SONATA,172,3.5,41.603221,-73.087749
CONNECTICUT,CT,MINI,MINI COOPER,145,3,41.603221,-73.087749
CONNECTICUT,CT,LINCOLN,AVIATOR,130,3,41.603221,-73.087749
CONNECTICUT,CT,AUDI,A3,125,2.5,41.603221,-73.087749
CONNECTICUT,CT,FIAT,500,112,3.5,41.603221,-73.087749
CONNECTICUT,CT,FORD,FOCUS,110,3,41.603221,-73.087749
CONNECTICUT,CT,VOLVO,S60,99,2,41.603221,-73.087749
CONNECTICUT,CT,SMARTCAR,FORTWO,90,2.5,41.603221,-73.087749
CONNECTICUT,CT,KIA,OPTIMA,83,3.5,41.603221,-73.087749
CONNECTICUT,CT,HYUNDAI,TUCSON,80,3.5,41.603221,-73.087749
CONNECTICUT,CT,LAND ROVER,RANGE ROVER SPORT,76,2,41.603221,-73.087749
CONNECTICUT,CT,MITSUBISHI,I-MIEV,70,3.5,41.603221,-73.087749
CONNECTICUT,CT,LAND ROVER,RANGE ROVER,66,2,41.603221,-73.087749
CONNECTICUT,CT,CADILLAC,ELR,56,3,41.603221,-73.087749
CONNECTICUT,CT,KIA,SORENTO,56,3.5,41.603221,-73.087749
CONNECTICUT,CT,POLESTAR,2,49,2.5,41.603221,-73.087749
CONNECTICUT,CT,VOLVO,S90,45,2,41.603221,-73.087749
CONNECTICUT,CT,CHEVROLET,SPARK,45,3.5,41.603221,-73.087749
CONNECTICUT,CT,TESLA,ROADSTER,38,4,41.603221,-73.087749
CONNECTICUT,CT,FORD,ESCAPE,35,3,41.603221,-73.087749
CONNECTICUT,CT,AUDI,E-TRON GT,34,2,41.603221,-73.087749
CONNECTICUT,CT,MERCEDES-BENZ,GLE,34,2.5,41.603221,-73.087749
CONNECTICUT,CT,AUDI,A7,31,2.5,41.603221,-73.087749
CONNECTICUT,CT,BMW,740,29,2,41.603221,-73.087749
CONNECTICUT,CT,MERCEDES-BENZ,B-CLASS,26,2.5,41.603221,-73.087749
CONNECTICUT,CT,HONDA,ACCORD,24,3.5,41.603221,-73.087749
CONNECTICUT,CT,AUDI,RS E-TRON GT,21,2,41.603221,-73.087749
CONNECTICUT,CT,MCLAREN,P1,17,2.5,41.603221,-73.087749
CONNECTICUT,CT,LINCOLN,CORSAIR,17,3,41.603221,-73.087749
CONNECTICUT,CT,VOLVO,V60,15,2,41.603221,-73.087749
CONNECTICUT,CT,GEM,E825,13,3,41.603221,-73.087749
CONNECTICUT,CT,TOYOTA,RAV4 EV,13,2,41.603221,-73.087749
CONNECTICUT,CT,FERRARI,SF90 STRADALE,12,2,41.603221,-73.087749
CONNECTICUT,CT,PORSCHE,918,8,2,41.603221,-73.087749
CONNECTICUT,CT,BLUEBIRD,BUS,7,3.5,41.603221,-73.087749
CONNECTICUT,CT,GEM,E2 2-PASSENGER LOW SPEED VEHICLE,7,3,41.603221,-73.087749
CONNECTICUT,CT,MERCEDES-BENZ,C-CLASS,7,2.5,41.603221,-73.087749
CONNECTICUT,CT,BMW,745,6,2,41.603221,-73.087749
CONNECTICUT,CT,FISKER,KARMA,6,3,41.603221,-73.087749
CONNECTICUT,CT,AUDI,A8,5,2.5,41.603221,-73.087749
CONNECTICUT,CT,TH!NK,NEIGHBOR,4,2,41.603221,-73.087749
CONNECTICUT,CT,AZURE,TRANSIT CONNECT,4,2,41.603221,-73.087749
CONNECTICUT,CT,BENTLEY,BENTAYGA,4,3,41.603221,-73.087749
CONNECTICUT,CT,FORD,RANGER,3,3,41.603221,-73.087749
CONNECTICUT,CT,KARMA,REVERO,3,2.5,41.603221,-73.087749
CONNECTICUT,CT,MERCEDES-BENZ,EQS,3,2.5,41.603221,-73.087749
CONNECTICUT,CT,LUCID,AIR,3,3,41.603221,-73.087749
CONNECTICUT,CT,POLESTAR,1,2,2.5,41.603221,-73.087749
CONNECTICUT,CT,PROTERRA,BUS,2,3.5,41.603221,-73.087749
DELAWARE,DE,TESLA,MODEL 3,1770,4,38.910832,-75.52767
DELAWARE,DE,FORD,FUSION,740,3,38.910832,-75.52767
DELAWARE,DE,TESLA,MODEL S,709,4,38.910832,-75.52767
DELAWARE,DE,TESLA,MODEL Y,650,4,38.910832,-75.52767
DELAWARE,DE,CHEVROLET,VOLT,579,3.5,38.910832,-75.52767
DELAWARE,DE,CHEVROLET,BOLT,502,3.5,38.910832,-75.52767
DELAWARE,DE,TOYOTA,PRIUS PRIME,475,2,38.910832,-75.52767
DELAWARE,DE,NISSAN,LEAF,379,3,38.910832,-75.52767
DELAWARE,DE,FORD,C-MAX,355,3,38.910832,-75.52767
DELAWARE,DE,TESLA,MODEL X,331,4,38.910832,-75.52767
DELAWARE,DE,CHRYSLER,PACIFICA,271,3,38.910832,-75.52767
DELAWARE,DE,FORD,MUSTANG MACH-E,226,3,38.910832,-75.52767
DELAWARE,DE,BMW,X5,201,2,38.910832,-75.52767
DELAWARE,DE,TOYOTA,RAV4,176,2,38.910832,-75.52767
DELAWARE,DE,JEEP,WRANGLER,176,2,38.910832,-75.52767
DELAWARE,DE,TOYOTA,PRIUS PLUG-IN,145,2,38.910832,-75.52767
DELAWARE,DE,BMW,I3,135,3.5,38.910832,-75.52767
DELAWARE,DE,HONDA,CLARITY,131,3.5,38.910832,-75.52767
DELAWARE,DE,KIA,NIRO,121,3.5,38.910832,-75.52767
DELAWARE,DE,VOLKSWAGEN,ID4,120,3,38.910832,-75.52767
DELAWARE,DE,BMW,530,118,2,38.910832,-75.52767
DELAWARE,DE,HYUNDAI,KONA,98,3.5,38.910832,-75.52767
DELAWARE,DE,AUDI,E-TRON,97,2,38.910832,-75.52767
DELAWARE,DE,VOLVO,XC90,77,2,38.910832,-75.52767
DELAWARE,DE,HYUNDAI,IONIQ,70,4,38.910832,-75.52767
DELAWARE,DE,AUDI,Q5 E,64,2.5,38.910832,-75.52767
DELAWARE,DE,BMW,330,63,2,38.910832,-75.52767
DELAWARE,DE,VOLVO,XC60,62,2,38.910832,-75.52767
DELAWARE,DE,BMW,X3,61,2,38.910832,-75.52767
DELAWARE,DE,PORSCHE,CAYENNE,58,2,38.910832,-75.52767
DELAWARE,DE,MITSUBISHI,OUTLANDER,56,3.5,38.910832,-75.52767
DELAWARE,DE,PORSCHE,TAYCAN,50,2,38.910832,-75.52767
DELAWARE,DE,SUBARU,CROSSTREK,48,3,38.910832,-75.52767
DELAWARE,DE,AUDI,A3,42,2.5,38.910832,-75.52767
DELAWARE,DE,VOLVO,XC40,39,2,38.910832,-75.52767
DELAWARE,DE,VOLKSWAGEN,GOLF,38,3,38.910832,-75.52767
DELAWARE,DE,GEM,E825,38,3,38.910832,-75.52767
DELAWARE,DE,BMW,I8,32,2,38.910832,-75.52767
DELAWARE,DE,JAGUAR,I-PACE,29,2,38.910832,-75.52767
DELAWARE,DE,HYUNDAI,SONATA,26,3.5,38.910832,-75.52767
DELAWARE,DE,FORD,FOCUS,24,3,38.910832,-75.52767
DELAWARE,DE,MERCEDES-BENZ,GLC,23,2.5,38.910832,-75.52767
DELAWARE,DE,MINI,MINI COOPER,22,3,38.910832,-75.52767
DELAWARE,DE,CHEVROLET,SPARK,21,3.5,38.910832,-75.52767
DELAWARE,DE,FIAT,500,20,3.5,38.910832,-75.52767
DELAWARE,DE,GEM,E4 4-PASSENGER LOW SPEED VEHICLE,20,3,38.910832,-75.52767
DELAWARE,DE,HYUNDAI,SANTA FE,20,3.5,38.910832,-75.52767
DELAWARE,DE,FORD,ESCAPE,17,3,38.910832,-75.52767
